song_ids,song_names,song_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,Grupo Frontera,0.616,0.834,9.0,-3.069,1.0,0.0664,0.06,0.0,0.338,0.746,151.701,audio_features,spotify:track:0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN,165848.0,4.0
6iiCzEd1ULpq7nXbZVQ4pi,Soak City (Do it),310babii,0.836,0.409,9.0,-14.189,1.0,0.188,0.258,4.92e-06,0.242,0.233,101.931,audio_features,spotify:track:6iiCzEd1ULpq7nXbZVQ4pi,https://api.spotify.com/v1/tracks/6iiCzEd1ULpq7nXbZVQ4pi,https://api.spotify.com/v1/audio-analysis/6iiCzEd1ULpq7nXbZVQ4pi,122321.0,4.0
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,0.522,0.641,8.0,-6.287,1.0,0.0318,0.0545,0.0,0.162,0.202,87.51,audio_features,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685.0,4.0
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,0.711,0.809,2.0,-4.389,0.0,0.0955,0.0447,0.0,0.339,0.816,106.017,audio_features,spotify:track:2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/tracks/2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/audio-analysis/2KslE17cAJNHTsI2MI0jb2,206020.0,4.0
1ZpPaBDswjV3VSUKqLDXPE,23,Chayce Beckham,0.626,0.583,0.0,-7.346,0.0,0.0318,0.276,0.0,0.141,0.428,87.977,audio_features,spotify:track:1ZpPaBDswjV3VSUKqLDXPE,https://api.spotify.com/v1/tracks/1ZpPaBDswjV3VSUKqLDXPE,https://api.spotify.com/v1/audio-analysis/1ZpPaBDswjV3VSUKqLDXPE,228145.0,4.0
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,0.911,0.778,5.0,-2.248,1.0,0.262,0.0887,2.16e-05,0.179,0.345,96.057,audio_features,spotify:track:7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh,162768.0,4.0
2dPwBKr5uJeCeyd5IoWi8W,We Don't Fight Anymore,Carly Pearce,0.619,0.564,4.0,-6.517,1.0,0.0302,0.673,0.0,0.184,0.419,129.944,audio_features,spotify:track:2dPwBKr5uJeCeyd5IoWi8W,https://api.spotify.com/v1/tracks/2dPwBKr5uJeCeyd5IoWi8W,https://api.spotify.com/v1/audio-analysis/2dPwBKr5uJeCeyd5IoWi8W,220146.0,4.0
6uIIdjYTxxpWOyWuVXrKQO,Que Onda,Calle 24,0.808,0.944,10.0,-4.863,0.0,0.0408,0.183,1.11e-06,0.138,0.937,124.934,audio_features,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO,191467.0,3.0
0OWhKvvsHptt6vnnNUSM9a,Oklahoma Smokeshow,Zach Bryan,0.544,0.573,8.0,-5.694,1.0,0.0356,0.0958,0.0,0.104,0.233,122.977,audio_features,spotify:track:0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a,211739.0,4.0
158mZIMC4X58ZJK4fJfH1b,Wondering Why,The Red Clay Strays,0.524,0.209,4.0,-12.437,1.0,0.0405,0.85,0.0,0.173,0.347,148.59,audio_features,spotify:track:158mZIMC4X58ZJK4fJfH1b,https://api.spotify.com/v1/tracks/158mZIMC4X58ZJK4fJfH1b,https://api.spotify.com/v1/audio-analysis/158mZIMC4X58ZJK4fJfH1b,232918.0,3.0
1nQaTUDJ7Rc4yOvZmg9Ozr,Mmhmm,BigXthaPlug,0.93,0.682,9.0,-8.799,1.0,0.331,0.028,0.0,0.129,0.962,126.003,audio_features,spotify:track:1nQaTUDJ7Rc4yOvZmg9Ozr,https://api.spotify.com/v1/tracks/1nQaTUDJ7Rc4yOvZmg9Ozr,https://api.spotify.com/v1/audio-analysis/1nQaTUDJ7Rc4yOvZmg9Ozr,119016.0,4.0
4M68xjcc42oxyphhzpOWXS,Great Gatsby,Rod Wave,0.67,0.555,1.0,-9.12,0.0,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,audio_features,spotify:track:4M68xjcc42oxyphhzpOWXS,https://api.spotify.com/v1/tracks/4M68xjcc42oxyphhzpOWXS,https://api.spotify.com/v1/audio-analysis/4M68xjcc42oxyphhzpOWXS,146808.0,4.0
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),Travis Scott,0.569,0.882,3.0,-2.777,0.0,0.06,0.0316,0.0,0.142,0.201,148.038,audio_features,spotify:track:42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701.0,4.0
3IX0yuEVvDbnqUwMBB3ouC,bad idea right?,Olivia Rodrigo,0.627,0.879,9.0,-3.446,1.0,0.0955,0.00193,6.87e-06,0.0647,0.748,129.979,audio_features,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/tracks/3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/audio-analysis/3IX0yuEVvDbnqUwMBB3ouC,184784.0,4.0
2OWv3lRR8PtOVuHWzQNRs2,Rompe La Dompe,Peso Pluma,0.757,0.642,2.0,-7.966,0.0,0.0369,0.607,0.0355,0.169,0.759,130.098,audio_features,spotify:track:2OWv3lRR8PtOVuHWzQNRs2,https://api.spotify.com/v1/tracks/2OWv3lRR8PtOVuHWzQNRs2,https://api.spotify.com/v1/audio-analysis/2OWv3lRR8PtOVuHWzQNRs2,165635.0,3.0
0NpesW87qtkiKNoB7W4yFk,Can't Have Mine (Find You A Girl),Dylan Scott,0.663,0.502,5.0,-7.07,1.0,0.0285,0.791,0.0,0.105,0.371,143.969,audio_features,spotify:track:0NpesW87qtkiKNoB7W4yFk,https://api.spotify.com/v1/tracks/0NpesW87qtkiKNoB7W4yFk,https://api.spotify.com/v1/audio-analysis/0NpesW87qtkiKNoB7W4yFk,183087.0,4.0
4I4G0LD277PWvfblYtSf91,Needle (feat. Drake),Nicki Minaj,0.807,0.593,7.0,-7.304,1.0,0.104,0.316,0.00083,0.137,0.323,110.001,audio_features,spotify:track:4I4G0LD277PWvfblYtSf91,https://api.spotify.com/v1/tracks/4I4G0LD277PWvfblYtSf91,https://api.spotify.com/v1/audio-analysis/4I4G0LD277PWvfblYtSf91,235689.0,4.0
3eP13S8D5m2cweMEg3ZDed,Virginia Beach,Drake,0.402,0.514,1.0,-7.322,0.0,0.0471,0.106,0.0,0.181,0.2,120.009,audio_features,spotify:track:3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/tracks/3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/audio-analysis/3eP13S8D5m2cweMEg3ZDed,251095.0,4.0
78Du4CMFgnhdlG33gblkiP,Rich Men North of Richmond,Oliver Anthony Music,0.678,0.264,10.0,-12.384,1.0,0.0622,0.753,0.0,0.302,0.528,121.722,audio_features,spotify:track:78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/tracks/78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/audio-analysis/78Du4CMFgnhdlG33gblkiP,187244.0,4.0
4oEf84vBYVftf6KmZexhVo,Northern Attitude (with Hozier),Noah Kahan,0.486,0.64,3.0,-8.027,1.0,0.0551,0.136,7.58e-05,0.105,0.289,122.017,audio_features,spotify:track:4oEf84vBYVftf6KmZexhVo,https://api.spotify.com/v1/tracks/4oEf84vBYVftf6KmZexhVo,https://api.spotify.com/v1/audio-analysis/4oEf84vBYVftf6KmZexhVo,267256.0,4.0
5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,0.793,0.512,0.0,-9.319,1.0,0.0338,0.186,3.81e-05,0.0889,0.0662,109.994,audio_features,spotify:track:5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/tracks/5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/audio-analysis/5KD6AEm19QnMbfWpfoOHMl,146437.0,4.0
4qmG24ebshLXtKu9HIShBP,Lace It (with Eminem & benny blanco),Juice WRLD,0.773,0.597,2.0,-7.138,1.0,0.309,0.194,0.0,0.22,0.305,160.101,audio_features,spotify:track:4qmG24ebshLXtKu9HIShBP,https://api.spotify.com/v1/tracks/4qmG24ebshLXtKu9HIShBP,https://api.spotify.com/v1/audio-analysis/4qmG24ebshLXtKu9HIShBP,217527.0,4.0
54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,KAROL G,0.634,0.725,5.0,-4.945,0.0,0.0587,0.0776,0.0,0.211,0.795,159.845,audio_features,spotify:track:54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/tracks/54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/audio-analysis/54zcJnb3tp9c5OVKREZ1Is,154375.0,4.0
51hyZpbJlIgZIaX3TtMxmu,run for the hills,Tate McRae,0.544,0.831,8.0,-3.578,1.0,0.0941,0.543,0.0,0.118,0.233,130.005,audio_features,spotify:track:51hyZpbJlIgZIaX3TtMxmu,https://api.spotify.com/v1/tracks/51hyZpbJlIgZIaX3TtMxmu,https://api.spotify.com/v1/audio-analysis/51hyZpbJlIgZIaX3TtMxmu,143940.0,4.0
3RaCGXCiiMufRPoexXxGkV,Slime You Out (feat. SZA),Drake,0.483,0.408,5.0,-9.243,0.0,0.0502,0.508,0.0,0.259,0.105,88.88,audio_features,spotify:track:3RaCGXCiiMufRPoexXxGkV,https://api.spotify.com/v1/tracks/3RaCGXCiiMufRPoexXxGkV,https://api.spotify.com/v1/audio-analysis/3RaCGXCiiMufRPoexXxGkV,310491.0,3.0
7ELtAKka2YiZRclp70wZ6F,Better Place (Family Harmony),Justin Timberlake,0.456,0.459,4.0,-8.16,0.0,0.0811,0.475,0.0,0.0861,0.211,116.049,audio_features,spotify:track:7ELtAKka2YiZRclp70wZ6F,https://api.spotify.com/v1/tracks/7ELtAKka2YiZRclp70wZ6F,https://api.spotify.com/v1/audio-analysis/7ELtAKka2YiZRclp70wZ6F,116293.0,4.0
5jfhLCSIFUO4ndzNRh4w4G,"Burn, Burn, Burn",Zach Bryan,0.508,0.296,3.0,-10.513,1.0,0.0755,0.897,5e-05,0.11,0.134,82.532,audio_features,spotify:track:5jfhLCSIFUO4ndzNRh4w4G,https://api.spotify.com/v1/tracks/5jfhLCSIFUO4ndzNRh4w4G,https://api.spotify.com/v1/audio-analysis/5jfhLCSIFUO4ndzNRh4w4G,268856.0,4.0
4kjI1gwQZRKNDkw1nI475M,MY EYES,Travis Scott,0.455,0.621,0.0,-7.694,0.0,0.0517,0.651,2.59e-06,0.123,0.28,119.043,audio_features,spotify:track:4kjI1gwQZRKNDkw1nI475M,https://api.spotify.com/v1/tracks/4kjI1gwQZRKNDkw1nI475M,https://api.spotify.com/v1/audio-analysis/4kjI1gwQZRKNDkw1nI475M,251250.0,4.0
3kfhS2L56Wj8fBcu7xE47H,Turks & Caicos (feat. 21 Savage),Rod Wave,0.544,0.496,0.0,-12.032,1.0,0.21,0.13,0.0,0.166,0.314,103.148,audio_features,spotify:track:3kfhS2L56Wj8fBcu7xE47H,https://api.spotify.com/v1/tracks/3kfhS2L56Wj8fBcu7xE47H,https://api.spotify.com/v1/audio-analysis/3kfhS2L56Wj8fBcu7xE47H,203442.0,5.0
3EvZ03hGAFwGZ2Ebcu86YH,Tourniquet,Zach Bryan,0.593,0.397,6.0,-8.309,1.0,0.0329,0.684,7.44e-06,0.0982,0.32,76.703,audio_features,spotify:track:3EvZ03hGAFwGZ2Ebcu86YH,https://api.spotify.com/v1/tracks/3EvZ03hGAFwGZ2Ebcu86YH,https://api.spotify.com/v1/audio-analysis/3EvZ03hGAFwGZ2Ebcu86YH,189053.0,4.0
6RcAHyC5sAUIbPTkhOQwd8,Y LLORO,Junior H,0.728,0.589,7.0,-7.115,1.0,0.0376,0.424,7.78e-06,0.166,0.767,77.475,audio_features,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8,https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8,179013.0,4.0
4tKGFmENO69tZR9ahgZu48,Murder On The Dancefloor,Sophie Ellis-Bextor,0.73,0.849,1.0,-5.281,0.0,0.0299,0.00234,2.6e-05,0.312,0.887,117.31,audio_features,spotify:track:4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/tracks/4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/audio-analysis/4tKGFmENO69tZR9ahgZu48,230013.0,4.0
505v13epFXodT9fVAJ6h8k,AMARGURA,KAROL G,0.92,0.696,6.0,-3.356,0.0,0.0742,0.183,0.0,0.149,0.545,106.966,audio_features,spotify:track:505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,170480.0,4.0
6d3QUBsiAw3aZI6F2mMhzk,Wildflowers and Wild Horses (Single Version),Lainey Wilson,0.442,0.644,10.0,-5.787,0.0,0.0378,0.347,1.73e-06,0.128,0.34,117.379,audio_features,spotify:track:6d3QUBsiAw3aZI6F2mMhzk,https://api.spotify.com/v1/tracks/6d3QUBsiAw3aZI6F2mMhzk,https://api.spotify.com/v1/audio-analysis/6d3QUBsiAw3aZI6F2mMhzk,216573.0,4.0
